20070523,7235847458865880.0,5930204233163473.0,18737.0
20070524,7494369290433584.0,4047993473508673.5,18446.0
20070525,7378070556151251.0,4255930384190395.5,18023.0
20070526,7595079086064313.0,4242257828617543.0,16109.0
20070527,7757284522674764.0,5837855251673012.0,17126.0
20070528,7766158839470430.0,5561504523168596.0,17450.0
20070529,7983013068471013.0,5702139801733621.0,17456.0
20070530,8073509425648048.0,6010223910727157.0,17457.0
20070531,8386078362386211.0,5834060978891492.0,16478.0
20070601,7072517008490734.0,4674291064702008.0,16836.0
20070602,6767707263065631.0,4779212584652349.0,16669.0
20070603,6827772815227838.0,4774420567901683.0,15094.0
20070604,12719348383272594.0,7728746071869879.0,8177.0
20070605,6369534940486400.0,3898364154627910.0,16324.0
20070606,6680501033225697.0,4303448438815635.5,13815.0
20070607,6395371906094687.0,3786338882752717.5,14627.0
20070608,6295743698907510.0,3655360044674006.0,14488.0
20070609,6009713356346488.0,3626312357423019.5,16647.0
20070610,5865767059197038.0,3916859263047038.0,17220.0
20070611,6650611859263375.0,3463943963575466.0,16915.0
20070612,6183468713641196.0,3885270066152592.5,16934.0
20070613,6718147112226236.0,3627219146138002.0,14594.0
20070614,6156509935165115.0,3622660363804604.0,13639.0
20070615,6648726252859497.0,3356074596303584.0,13199.0
20070616,6647216256142771.0,4227494462954188.0,14863.0
20070617,7364177690857951.0,4772786163799450.0,12735.0
20070618,7388290125354108.0,4921431773464449.0,11392.0
20070619,7147471232957518.0,5156354827570927.0,9411.0
20070620,6375359244062547.0,3884167037143915.5,6747.0
20070621,6182884214900398.0,3734078682837612.5,10050.0
20070622,6546726733824495.0,3815892606373277.5,10957.0
20070623,6540000134775171.0,3795686688745452.0,12147.0
20070624,6254179291817892.0,3825003199295600.0,10318.0
20070625,6339163723654310.0,3896549740928298.0,10845.0
20070626,6202235497215013.0,3391054067403543.0,12616.0
20070627,5983769836463744.0,3518390057268910.5,14053.0
20070628,5785411825599428.0,3219890195101464.0,14005.0
20070629,5733825291070544.0,3718649266184412.5,16642.0
20070630,6170175477207035.0,3586392120398514.0,17229.0
20070701,6081278468373612.0,3583015425457507.5,17462.0
20070702,5969260148059812.0,3601656787995723.0,16602.0
20070703,6778786175543494.0,3953259796667056.0,17117.0
20070704,6923848585769007.0,4473969973234624.0,17543.0
20070705,6249938178209192.0,3774389337491236.5,17515.0
20070706,13052200594352928.0,4957383835629870.0,9883.0
20070707,6345301158340974.0,3780954365584610.0,17843.0
20070708,6333113282169802.0,3473817112903405.5,17061.0
20070709,6020220143281332.0,3574300388586625.0,17570.0
20070710,5982708062649826.0,3574536876037089.5,18388.0
20070711,6304964987617575.0,3438540869585462.5,18435.0
20070712,6398349179204131.0,3672118597361024.5,17719.0
20070713,6788094700036072.0,4282722551798550.0,16689.0
20070714,6407383499476136.0,4139053744456382.5,17516.0
20070715,6528694268945190.0,3803284827737619.0,16893.0
20070716,7190536390344646.0,4235259084104102.0,17502.0
20070717,7255250265973941.0,4660885872757898.0,18612.0
20070718,6811498860659625.0,3764934652508107.0,18935.0
20070719,6133885517286674.0,3941310356383672.0,18753.0
20070720,6675408677797984.0,3596532730297576.5,18449.0
20070721,6159495157465792.0,3871702932993243.0,18203.0
20070722,6235348331500631.0,3789372790405727.0,18998.0
20070723,6619448971195805.0,3855349633491503.0,19831.0
20070724,6101921199317280.0,3961202174919299.5,19021.0
20070725,6607642692025949.0,4218252275190230.5,20186.0
20070726,6470394300766657.0,4433260943247806.5,20742.0
20070727,6751697123943686.0,4591015286325883.0,18077.0
20070728,6575559480374870.0,3744427821178489.5,19228.0
20070729,7057412289610194.0,4399487002572819.5,19933.0
20070730,6553931078393228.0,3548295299092326.5,20525.0
20070731,6800212930302612.0,3683787822457602.5,21440.0
20070801,6547119385159346.0,4562228087197669.0,21971.0
20070802,7073399758278757.0,3846913204195149.5,19544.0
20070803,6262665093656127.0,3366940677305942.0,19641.0
20070804,6609979159345366.0,3587751941540266.5,20749.0
20070805,6654534736885596.0,3221670436692214.5,22298.0
20070806,6425513887855973.0,3012302130147212.5,22621.0
20070807,13312564994083134.0,4745961446949839.0,12101.0
20070808,5899972251873754.0,3921275370544629.0,22575.0
20070809,6503096769156768.0,4029584202219328.0,20540.0
20070810,6760173705794780.0,3784804668938129.5,22240.0
20070811,6530050126178476.0,3575972827051456.0,23072.0
20070812,6295928895774088.0,4446001220118350.5,23912.0
20070813,6785721272693380.0,4056094821926642.0,24033.0
20070814,6394106011653853.0,3522877104826926.5,21748.0
20070815,6372164691933623.0,3264308932220317.5,22749.0
20070816,6358592352700704.0,4009977195897393.0,20291.0
20070817,6035498374545465.0,3359282276258214.0,18267.0
20070818,6359408200272968.0,3415495904603804.5,21815.0
20070819,6043396526120769.0,3475401194385758.5,19914.0
20070820,6321954553403213.0,3233490375934326.0,21165.0
20070821,6376870615528269.0,3753435864642543.0,23835.0
20070822,6196497283369943.0,3438016294518628.5,23109.0
20070823,6376695953516544.0,3326567843319362.0,23665.0
20070824,5728152065763036.0,3547895875976417.0,25527.0
20070825,6273759770523233.0,3686973081260411.5,26535.0
20070826,6143904827359933.0,3230745579887059.5,26908.0
20070827,6267838280854628.0,2990306149469069.0,28224.0
20070828,6146665816284402.0,3444630948670122.0,27113.0
20070829,6310328152786380.0,3343177958867873.0,27254.0
20070830,6701622781623480.0,3166946300973725.0,26984.0
20070831,6062269172165623.0,3092141506646363.0,26530.0
20070901,6336253372610064.0,4116841159969204.5,27666.0
20070902,6430712155060472.0,4272741288410508.0,28360.0
20070903,6100581904903024.0,3821673460283008.0,26130.0
20070904,7118364519481434.0,4524411132709745.0,23941.0
20070905,6113789616003431.0,3992153024331454.0,22172.0
20070906,6595069519891188.0,3440043329843621.5,26973.0
20070907,6413943488480204.0,3276294216688833.0,27859.0
20070908,13457716180940330.0,5008111947806680.0,14463.0
20070909,6638501942964582.0,3191683956511093.0,22870.0
20070910,6511148510172372.0,3394548636219131.0,27233.0
20070911,6681815756427647.0,3203937180554946.5,28091.0
20070912,6339527227710262.0,3519414987901587.5,27901.0
20070913,6379251556281498.0,3710845232656105.0,30931.0
20070914,6474918250744357.0,3609245268829660.5,29999.0
20070915,6700186118000535.0,3855355327141291.0,28057.0
20070916,6689364284274315.0,3787438131410768.5,29827.0
20070917,6743586660125854.0,3697769689183168.5,29836.0
20070918,6744016581269827.0,2714736291417934.0,30551.0
20070919,6557467738230801.0,3083351827585366.0,29779.0
20070920,6062340723004689.0,3378316406981606.5,30501.0
20070921,6351382320441150.0,3579799931977669.5,31436.0
20070922,6415962375840670.0,2882722048847451.5,30785.0
20070923,6721448719337251.0,3676595927208066.5,30298.0
20070924,7611976053508216.0,3266317195887245.0,30225.0
20070925,7712095809673810.0,5005036678632523.0,28747.0
20070926,6752465433699186.0,3781130235137794.5,27062.0
20070927,6782663977311763.0,3798698054921895.0,29038.0
20070928,6846206649926770.0,3663278262019679.5,28253.0
20070929,7351262393230988.0,4230711786259102.0,29664.0
20070930,6987871499677768.0,3655720574552522.5,31139.0
20071001,6843690906677326.0,3700858617473319.5,29704.0
20071002,6696099098389392.0,4022533400530526.0,29516.0
20071003,7355817724967801.0,4250802165603520.0,30622.0
20071004,7343480913734624.0,3877309749459850.5,32354.0
20071005,7941129374921895.0,4759287303712877.0,31227.0
20071006,7675974860123354.0,4467377268177061.5,30769.0
20071007,7350311917953103.0,4768589292979118.0,29021.0
20071008,7444413985071566.0,4397559445931650.5,28354.0
20071009,7013509771294817.0,4035525104372965.0,29850.0
20071010,14690183036142156.0,3801966538430589.5,15286.0
20071011,7546046253664920.0,4294197414788168.0,31001.0
20071012,7500047449708350.0,4694993928859427.0,28428.0
20071013,7205521601680010.0,3896897389884598.5,29029.0
20071014,7544314598630704.0,4578848816870309.0,30588.0
20071015,7388214850708085.0,3184320449660298.5,32770.0
20071016,7156347110341408.0,3733042362885040.0,32533.0
20071017,7731139867721148.0,3341701804118119.0,29555.0
20071018,7118647265269069.0,3855791303559561.0,29669.0
20071019,7432215655540004.0,3417602209843882.5,30996.0
20071020,7479025979005155.0,3811346748477533.0,29866.0
20071021,7523766095316392.0,3737766189469520.5,25952.0
20071022,7537239638503396.0,3981788536702967.5,27327.0
20071023,7439595751102539.0,3917566007528645.0,25602.0
20071024,7517216676610591.0,3943055140813905.0,26723.0
20071025,8242129246023385.0,4209737733408740.0,27027.0
20071026,8548270442851396.0,4043635937682134.0,24784.0
20071027,9278016881542100.0,4351872043134055.5,25012.0
20071028,7983892162196702.0,4920675997007720.0,25648.0
20071029,7342631163418308.0,4624085354342552.0,29146.0
20071030,8209832731305952.0,4359518886510324.0,27122.0
20071031,8200570917502254.0,4440221260843965.0,26612.0
20071101,7767358419896580.0,4469265010245605.0,26107.0
20071102,8213414191897104.0,5599897962742397.0,25842.0
20071103,7487680149944284.0,4362834838698539.0,27443.0
20071104,7938665519568828.0,4596901308512709.0,27618.0
20071105,8271326419875080.0,4187685694568775.5,26873.0
20071106,7117915839416996.0,3544883291681138.0,27065.0
20071107,7450027023691241.0,4262300225958113.0,28527.0
20071108,7337886378329042.0,4242341387223254.5,26799.0
20071109,8518162510027369.0,4397816427048847.5,28681.0
20071110,8199585568190491.0,4558450908813574.0,31046.0
20071111,14472716181262262.0,4226805435381257.5,15393.0
20071112,8354810709954933.0,4852082140852044.0,26981.0
20071113,7941947085131250.0,3980690437984924.5,26400.0
20071114,8502788899908521.0,5749058729130499.0,26345.0
20071115,8070824330192995.0,4105652074877526.0,27721.0
20071116,8780411309795127.0,5367816791607882.0,28652.0
20071117,7835016802886201.0,4545999385599754.0,28515.0
20071118,8646521524885759.0,6861891093269934.0,27503.0
20071119,7816954937930390.0,4827537197129805.0,28358.0
20071120,8068879694846271.0,5001119226213358.0,27659.0
20071121,7628374330825288.0,5222014927173236.0,28464.0
20071122,7814443037311953.0,5204605542965019.0,28101.0
20071123,8656416147197929.0,4947560674064292.0,28682.0
