20050101,15910044272108844.0,10169182543537414.0,147.0
20050102,11179591622641510.0,7040279053459119.0,159.0
20050103,10744037611930586.0,7658316055379610.0,461.0
20050104,17646980120000000.0,13632226840000000.0,25.0
20050105,8404742211890839.0,6671214930994152.0,513.0
20050106,4236851700806451.5,3250851585120967.5,248.0
20050107,6805181110480349.0,4271994067685589.5,458.0
20050108,5957914258474576.0,5103210036440678.0,236.0
20050109,6542881253731343.0,4161609340298507.5,268.0
20050110,7608195135393258.0,4455912446910112.5,356.0
20050111,6006219929400750.0,2909629614232209.5,267.0
20050112,10369254650254668.0,8048048647877759.0,589.0
20050113,10822955439597316.0,10791217298993290.0,298.0
20050114,17095238862288136.0,15309061679449154.0,472.0
20050115,8475571239826840.0,6410615192683983.0,231.0
20050116,17682960128888888.0,12432533574222222.0,225.0
20050117,13666339043795620.0,10070322983211678.0,137.0
20050118,3587963876288660.0,2255525883505154.5,194.0
20050119,8437828028219696.0,5571442810000000.0,528.0
20050120,14775042182417582.0,9998313586813186.0,91.0
20050121,16553574022613064.0,7236398610050251.0,597.0
20050122,12928610768131868.0,10654310873626374.0,182.0
20050123,12057682920529802.0,9798014231788080.0,151.0
20050124,7741558547031963.0,4942651144292237.0,219.0
20050125,9359064589519650.0,6244443448908297.0,229.0
20050126,7237885356030150.0,5494320077040201.0,398.0
20050127,8339932508910891.0,5899729335148515.0,202.0
20050128,9605033517943548.0,7057248316532258.0,496.0
20050129,10392347328767124.0,9103817488584474.0,219.0
20050130,11271150944879518.0,9863007898795180.0,332.0
20050131,6156688121768707.0,5311439480612245.0,294.0
20050201,9282197334853420.0,6504825091530945.0,307.0
20050202,8313239625000000.0,7749477125000000.0,48.0
20050203,6602808488461538.0,3995507010989011.0,182.0
20050204,7524865137448560.0,5420798374485597.0,243.0
20050205,6322986099166667.0,4178305919625000.0,240.0
20050206,7627194159402461.0,5749733677855888.0,569.0
20050207,4955875313095238.0,3350910496031746.0,252.0
20050208,11910170456398106.0,9810137871800948.0,422.0
20050209,9484018378640776.0,6480798311650485.0,103.0
20050210,5235712685937500.0,4631033000234375.0,128.0
20050211,6643146360986547.0,4980712087443946.0,446.0
20050212,5238848766379310.0,3226750262676724.0,232.0
20050213,5362166700549450.0,3243048228040293.5,546.0
20050214,3025939001459854.0,1894107010218978.0,274.0
20050215,10914006557507986.0,7432174716613419.0,313.0
20050216,5276673715942029.0,4719238929758454.0,207.0
20050217,4926328517213115.0,4150941053688524.5,244.0
20050218,8520828854000000.0,6868774852500000.0,400.0
20050219,15522595178400000.0,14304654001600000.0,125.0
20050220,13085590762295082.0,11625542852459016.0,122.0
20050221,8679455716577540.0,6956145802139037.0,187.0
20050222,15890280685258964.0,6852573009362550.0,502.0
20050223,4678154547098040.0,4654189778039216.0,255.0
20050224,11197086233166286.0,8641532903872437.0,439.0
20050225,10510171359765624.0,8769182562500000.0,256.0
20050226,9659925256302522.0,8151478365546218.0,238.0
20050227,13803414022592592.0,9855086470370370.0,270.0
20050228,6155395628458498.0,5371483401185771.0,253.0
20050301,11466372840599002.0,7387751622628952.0,601.0
20050302,11701701231638418.0,8626854957062147.0,177.0
20050303,12783513233333334.0,10115281095270270.0,444.0
20050304,8262684142307692.0,5658666582051282.0,156.0
20050305,20750528944444444.0,16391749722222222.0,18.0
20050306,4879378713802083.0,4666895545312500.0,384.0
20050307,4874372005923345.0,3319489166898954.5,287.0
20050308,8069229534923665.0,5274497971564886.0,524.0
20050309,8594541425581395.0,5864722387286822.0,258.0
20050310,7017246194612070.0,5561380400000000.0,464.0
20050311,4758810869166667.0,4180610375416666.5,240.0
20050312,7662964798249453.0,5348607394835886.0,457.0
20050313,6388531093059937.0,5920076253911672.0,317.0
20050314,7111605553560372.0,5947658143715170.0,323.0
20050315,8927867490964286.0,8238008892633929.0,448.0
20050316,11369208654545454.0,10300252510909090.0,55.0
20050317,7120332264423077.0,5898942913461538.0,104.0
20050318,5116337365853659.0,3216877307317073.0,41.0
20050319,5862404273441734.0,6071865569526287.0,369.0
20050320,5760601938564103.0,3444379492307692.5,195.0
20050321,9697911920046296.0,8398504985185185.0,216.0
20050322,11241568505050506.0,7580451232323232.0,99.0
20050323,5139952447619048.0,4032619820238095.0,84.0
20050324,8148244882374999.0,5740193261250000.0,480.0
20050325,4229584167431192.5,2638219021422018.5,218.0
20050326,13676656076713710.0,4096534108104838.5,496.0
20050327,4223832236846473.0,2081248283402489.8,241.0
20050328,6377361381337047.0,3492210658036212.0,359.0
20050329,8181361797297297.0,3139473135135135.0,111.0
20050330,7446709149159664.0,5044586488655462.0,238.0
20050331,6656115118346253.0,4500572720671834.5,387.0
20050401,6105357224472527.0,3160139906593406.5,273.0
20050402,8155031559516129.0,5215149693189964.0,558.0
20050403,5638627841747573.0,3423322314563107.0,206.0
20050404,7029963820346320.0,4934436735930736.0,231.0
20050405,6584823050753769.0,4131271613065326.5,199.0
20050406,3940599571637427.0,2336536881286549.5,342.0
20050407,9290831945833334.0,6026119989236111.0,288.0
20050408,8524124180400000.0,5525059711200000.0,250.0
20050409,7220400326626017.0,5454426339105691.0,492.0
20050410,8473254037549407.0,5834333212648221.0,253.0
20050411,9454331750568476.0,8137281462790697.0,387.0
20050412,6301907495789474.0,6297473251578947.0,190.0
20050413,5829718917026379.0,3906869850767386.0,417.0
20050414,8042418448347107.0,5656863409090909.0,242.0
20050415,10719477826890756.0,7213349680672269.0,119.0
20050416,9920768485549132.0,6080140854335260.0,346.0
20050417,8866992075376884.0,7185704562814070.0,199.0
20050418,8940455525663717.0,5698069758761061.0,565.0
20050419,6646446185483871.0,4903950695215054.0,186.0
20050420,7477507968390805.0,5222673963218391.0,348.0
20050421,6840852722994652.0,3726636387700535.0,187.0
